N,Phosphorous,Potassium,Ph,Soil_Moisture,CEC,SEASON,Suitable_Label
19,39,17,6.890156495,5.5,25,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
39,37,15,6.821747052,5.5,27,Whole Year ,"pigeonpeas,apple,coffee"
33,37,19,7.183189922,5,28,Whole Year ,"banana,mothbeans"
26,54,17,6.27258822,5.5,31,Whole Year ,"cotton,jute,coffee"
21,51,15,6.679127482,5.5,32,Whole Year ,"mothbeans,rice,muskmelon"
22,54,20,6.689825155,6.5,33,Whole Year ,"rice,muskmelon,mango"
29,45,16,6.583381939,5,36,Whole Year ,"maize,grapes,blackgram"
4,40,21,6.725551062,4,39,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
10,37,22,7.069747814,5.5,7,Whole Year ,"pigeonpeas,apple,coffee"
4,44,19,6.921993878,5.5,6,Autumn     ,"banana,mothbeans,mungbean"
20,45,17,6.770955317,6.5,44,Autumn     ,"lentil,pomegranate,watermelon"
23,45,23,6.983130466,4,42,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
25,48,21,6.267684328,6,43,Rabi       ,"pigeonpeas,apple,coffee"
56,79,15,7.454532137,5,44,Rabi       ,"banana,mothbeans,mungbean"
25,62,21,7.040056094,5.5,42,Rabi       ,"lentil,pomegranate,watermelon"
42,61,22,7.418650668,5.5,33,Rabi       ,"orange,papaye,coconut"
42,73,25,6.501869314,5.5,32,Rabi       ,"cotton,jute,coffee"
44,58,18,6.814410928,5.5,35,Rabi       ,"mothbeans,rice,muskmelon"
50,55,16,7.581442888,5.5,31,Rabi       ,"rice,muskmelon,mango"
35,72,21,7.741418772,5.5,30,Rabi       ,"maize,grapes,blackgram"
30,64,20,6.573531614,5.5,25,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
27,64,21,7.543804223,5.5,27,Rabi       ,"pigeonpeas,apple,coffee"
50,74,17,6.5408208,5.5,28,Rabi       ,"banana,mothbeans"
39,73,24,7.22405917,5.5,31,Rabi       ,"lentil,pomegranate,watermelon"
57,67,25,7.551364319,5,32,Whole Year ,"orange,papaye,coconut"
52,63,19,6.928898659,5.5,33,Whole Year ,"cotton,jute,coffee"
55,66,22,7.747775263,5.5,36,Whole Year ,"mothbeans,rice,muskmelon"
51,56,18,6.706505915,6.5,39,Kharif     ,"rice,muskmelon,mango"
36,66,15,6.668238556,5,7,Whole Year ,"maize,grapes,blackgram"
59,55,19,7.332375138,4,6,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
50,58,23,7.596802025,5.5,44,Whole Year ,"pigeonpeas,apple,coffee"
30,65,25,7.70650895,5.5,42,Whole Year ,"banana,mothbeans,mungbean"
20,62,18,7.366542647,6.5,43,Whole Year ,"cotton,jute,coffee"
58,71,15,6.919243702,4,44,Whole Year ,"mothbeans,rice,muskmelon"
25,71,24,7.187721818,6,42,Whole Year ,"rice,muskmelon,mango"
52,71,16,7.075886472,5,33,Whole Year ,"maize,grapes,blackgram"
40,63,18,6.74441168,5.5,32,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
20,60,25,6.726469088,5.5,35,Kharif     ,"pigeonpeas,apple,coffee"
48,61,21,6.628264883,5.5,31,Whole Year ,"banana,mothbeans,mungbean"
49,68,22,7.127064207,5.5,30,Whole Year ,"lentil,pomegranate"
48,62,15,7.538631462,5.5,25,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
32,66,17,7.162357641,5.5,27,Whole Year ,"pigeonpeas,apple,coffee"
21,63,22,6.859409487,5.5,28,Whole Year ,"banana,mothbeans,mungbean"
20,72,19,7.397190844,5.5,31,Whole Year ,"lentil,pomegranate,watermelon"
25,65,21,6.880245789,5.5,32,Whole Year ,"orange,papaye"
41,78,21,6.581313137,5.5,33,Whole Year ,"cotton,jute,coffee"
53,67,17,7.296972161,5,36,Whole Year ,"mothbeans,rice,muskmelon"
39,60,21,6.97297656,5.5,39,Kharif     ,"rice,muskmelon,mango"
25,76,17,7.241148507,5.5,7,Whole Year ,"maize,grapes,blackgram"
21,78,19,6.92009048,6.5,6,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
57,60,17,7.504608385,5,44,Whole Year ,"pigeonpeas,apple,coffee"
56,75,15,7.152272256,4,42,Whole Year ,"banana,mothbeans,mungbean"
49,72,15,7.137004749,5.5,43,Whole Year ,"lentil,pomegranate,watermelon"
24,80,19,6.808041722,5.5,44,Whole Year ,"orange,papaye,coconut"
49,76,18,7.393631868,6.5,42,Whole Year ,"cotton,jute,coffee"
28,68,19,7.69950698,4,33,Whole Year ,"mothbeans,rice,muskmelon"
55,78,21,6.602888249,6,32,Whole Year ,"rice,muskmelon,mango"
50,64,25,6.734447425,5,35,Kharif     ,"maize,grapes,blackgram"
34,80,19,6.521217963,5.5,31,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
20,68,23,7.707332484,5.5,30,Whole Year ,pigeonpeas
55,67,16,6.596719015,5.5,25,Whole Year ,"banana,mothbeans,mungbean"
23,70,15,7.403623355,5.5,27,Whole Year ,maize
53,74,15,7.517097,5.5,28,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
26,67,16,7.17620823,5.5,31,Whole Year ,"pigeonpeas,apple,coffee"
33,80,22,6.593961761,5.5,32,Whole Year ,"banana,mothbeans,mungbean"
37,79,19,7.143942758,5.5,33,Whole Year ,"lentil,pomegranate,watermelon"
33,75,21,6.690655045,5.5,36,Whole Year ,"orange,papaye,coconut"
22,55,20,7.423530351,5.5,39,Whole Year ,"cotton,jute,coffee"
20,68,17,6.578714843,5,7,Whole Year ,"mothbeans,rice,muskmelon"
43,68,20,7.497469256,5.5,6,Whole Year ,"rice,muskmelon,mango"
44,76,22,7.775306272,5.5,44,Kharif     ,"maize,grapes,blackgram"
34,60,16,7.322555223,6.5,42,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
21,72,17,7.580527339,5,43,Whole Year ,"pigeonpeas,apple,coffee"
25,68,19,7.108450121,4,44,Whole Year ,"banana,mothbeans,mungbean"
41,62,15,7.358974541,5.5,42,Whole Year ,"cotton,jute,coffee"
28,65,23,7.405176138,5.5,33,Whole Year ,"mothbeans,rice,muskmelon"
35,64,15,6.500144962,6.5,32,Whole Year ,"rice,muskmelon,mango"
52,58,16,7.167435834,4,35,Whole Year ,"maize,grapes,blackgram"
58,75,25,7.261791753,6,31,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
34,66,19,7.586642101,5,30,Whole Year ,"pigeonpeas,apple,coffee"
52,70,16,7.534811833,5.5,25,Whole Year ,"banana,mothbeans,mungbean"
23,57,19,7.251000789,5.5,27,Whole Year ,"lentil,pomegranate,watermelon"
42,58,25,6.513620918,5.5,28,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
37,62,17,7.121254928,5.5,31,Autumn     ,"pigeonpeas,apple,coffee"
44,75,22,7.574561547,5.5,32,Autumn     ,"banana,mothbeans,mungbean"
21,80,20,7.350869792,5.5,33,Rabi       ,"lentil,pomegranate,watermelon"
56,76,16,7.513151076,5.5,36,Rabi       ,"orange,papaye,coconut"
29,76,15,7.025607706,5.5,39,Rabi       ,"cotton,jute,coffee"
43,61,20,6.804253866,5.5,7,Rabi       ,"mothbeans,rice,muskmelon"
55,60,15,7.163043872,5.5,6,Rabi       ,"rice,muskmelon,mango"
44,63,15,7.338929556,5,44,Rabi       ,"maize,grapes,blackgram"
29,67,21,6.621323612,5.5,42,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
47,63,16,6.661870999,5.5,43,Rabi       ,"pigeonpeas,apple,coffee"
40,68,17,7.733149554,6.5,44,Rabi       ,"banana,mothbeans,mungbean"
58,61,15,7.402891666,5,42,Rabi       ,"lentil,pomegranate,watermelon"
41,74,18,6.599147298,4,33,Rabi       ,"orange,papaye,coconut"
58,79,17,7.04174124,5.5,32,Rabi       ,"cotton,jute,coffee"
27,62,24,7.353876754,5.5,35,Rabi       ,"mothbeans,rice,muskmelon"
27,60,17,7.026795359,6.5,31,Whole Year ,"rice,muskmelon,mango"
52,65,20,6.814301033,4,30,Whole Year ,"maize,grapes,blackgram"
44,55,25,7.42160832,6,25,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
21,62,24,6.847382891,5,27,Kharif     ,"pigeonpeas,apple,coffee"
60,59,22,7.191522601,5.5,28,Kharif     ,"banana,mothbeans,mungbean"
33,77,21,7.01285529,5.5,31,Kharif     ,"cotton,jute,coffee"
59,58,17,7.368318809,5.5,32,Kharif     ,"mothbeans,rice,muskmelon"
29,63,17,7.26154329,5.5,33,Kharif     ,"rice,muskmelon,mango"
59,63,18,6.52669158,5.5,36,Kharif     ,"maize,grapes,blackgram"
29,70,15,6.872594461,5.5,39,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
58,73,16,6.874142175,5.5,7,Kharif     ,"pigeonpeas,apple,coffee"
55,77,22,7.76061831,5.5,6,Kharif     ,"banana,mothbeans,mungbean"
42,79,23,6.781841984,5.5,44,Kharif     ,"lentil,pomegranate,watermelon"
44,77,21,7.326980454,5.5,42,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
38,62,25,7.453975408,5,43,Kharif     ,"pigeonpeas,apple,coffee"
32,76,15,7.604110177,5.5,44,Kharif     ,"banana,mothbeans,mungbean"
13,61,22,7.728832424,5.5,42,Kharif     ,"lentil,pomegranate,watermelon"
38,60,20,7.491217102,6.5,33,Kharif     ,"orange,papaye,coconut"
11,74,17,6.633864582,5,32,Kharif     ,"cotton,jute,coffee"
37,71,16,7.324863481,4,35,Kharif     ,"mothbeans,rice,muskmelon"
29,71,18,6.410441476,5.5,31,Rabi       ,"rice,muskmelon,mango"
2,72,18,7.836719564,5.5,30,Rabi       ,"maize,grapes,blackgram"
6,59,21,6.139215944,6.5,25,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
13,64,20,6.590571088,4,27,Rabi       ,"pigeonpeas,apple,coffee"
8,58,17,7.286049978,6,28,Rabi       ,"banana,mothbeans,mungbean"
6,77,20,6.058306161,5,31,Rabi       ,"lentil,pomegranate,watermelon"
2,75,22,6.658605362,5.5,32,Rabi       ,"orange,papaye,coconut"
3,69,23,7.299360767,5.5,33,Rabi       ,"cotton,jute,coffee"
27,80,24,7.815210661,5.5,36,Rabi       ,"mothbeans,rice,muskmelon"
39,78,15,5.925391795,5.5,39,Rabi       ,"rice,muskmelon,mango"
40,79,17,6.403683619,5.5,7,Rabi       ,"maize,grapes,blackgram"
37,62,22,7.397546271,5.5,6,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
31,60,24,7.722335992,5.5,44,Kharif     ,"pigeonpeas,apple,coffee"
22,67,22,7.475926645,5.5,42,Kharif     ,"banana,mothbeans"
3,78,18,6.887130053,5.5,43,Kharif     ,"cotton,jute,coffee"
4,80,16,7.441976825,5.5,44,Kharif     ,"mothbeans,rice,muskmelon"
13,61,24,7.629910253,5,42,Kharif     ,"rice,muskmelon,mango"
12,66,20,7.336117221,5.5,33,Kharif     ,"maize,grapes,blackgram"
4,61,21,6.75020529,5.5,32,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
9,60,21,7.52178027,6.5,35,Kharif     ,"pigeonpeas,apple,coffee"
18,66,22,6.347379185,5,31,Kharif     ,"banana,mothbeans,mungbean"
32,56,18,7.135251532,4,30,Kharif     ,"lentil,pomegranate,watermelon"
6,72,15,7.670178119,5.5,25,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
15,77,20,7.399749291,5.5,27,Kharif     ,"pigeonpeas,apple,coffee"
0,65,24,7.841496029,6.5,28,Kharif     ,"banana,mothbeans,mungbean"
30,79,22,6.254216611,4,31,Kharif     ,"lentil,pomegranate,watermelon"
3,63,16,6.868881708,6,32,Rabi       ,"orange,papaye,coconut"
2,78,23,7.320514721,5,33,Rabi       ,"cotton,jute,coffee"
10,78,18,6.296976913,5.5,36,Rabi       ,"mothbeans,rice,muskmelon"
14,67,25,7.241151936,5.5,39,Rabi       ,"rice,muskmelon,mango"
39,65,23,7.685959305,5.5,7,Rabi       ,"maize,grapes"
19,72,15,6.890760124,5.5,6,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
18,57,21,6.155915975,5.5,44,Rabi       ,"pigeonpeas,apple,coffee"
31,58,15,6.167855382,5.5,42,Rabi       ,"banana,mothbeans,mungbean"
28,58,25,6.861640036,5.5,43,Rabi       ,"lentil,pomegranate,watermelon"
5,65,19,6.978361689,5.5,44,Rabi       ,"orange,papaye,coconut"
16,65,19,7.043160241,5.5,42,Whole Year ,"cotton,jute,coffee"
34,65,19,5.94239222,5.5,33,Whole Year ,"mothbeans,rice,muskmelon"
14,69,19,7.239455147,5,32,Kharif     ,"rice,muskmelon,mango"
22,55,16,6.516317561,5.5,35,Kharif     ,"maize,grapes,blackgram"
24,61,17,6.233269045,5.5,31,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
2,79,15,7.505283615,6.5,30,Kharif     ,"pigeonpeas,apple,coffee"
26,63,17,6.950300686,5,25,Kharif     ,"banana,mothbeans,mungbean"
27,61,15,6.958054839,4,27,Kharif     ,"rice,muskmelon,mango"
24,70,16,6.54803469,5.5,28,Kharif     ,"maize,grapes,blackgram"
13,74,25,6.461618577,5.5,31,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
6,64,23,7.065264073,6.5,32,Kharif     ,"pigeonpeas,apple,coffee"
12,58,23,6.765091462,4,33,Kharif     ,"banana,mothbeans,mungbean"
32,79,22,5.91645379,6,36,Kharif     ,"lentil,pomegranate,watermelon"
6,68,18,6.711341147,5,39,Kharif     ,"orange,papaye,coconut"
10,79,20,6.379881442,5.5,7,Kharif     ,"cotton,jute,coffee"
38,77,22,6.313284268,5.5,6,Rabi       ,"mothbeans,rice,muskmelon"
17,74,17,7.393210848,5.5,44,Rabi       ,"rice,muskmelon,mango"
26,68,24,7.504930973,5.5,42,Rabi       ,"maize,grapes,blackgram"
23,75,17,7.198076286,5.5,43,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
32,78,22,7.007037515,5.5,44,Rabi       ,"pigeonpeas,apple,coffee"
19,79,19,6.677262562,5.5,42,Rabi       ,"banana,mothbeans"
22,60,18,6.74398035,5.5,33,Rabi       ,"lentil,pomegranate,watermelon"
28,69,16,6.547361618,5.5,32,Rabi       ,"orange,papaye,coconut"
1,67,21,6.551577598,5.5,35,Rabi       ,"cotton,jute,coffee"
12,67,23,6.585020303,5,31,Rabi       ,"mothbeans,rice,muskmelon"
36,67,20,6.924042372,5.5,30,Rabi       ,"rice,muskmelon,mango"
28,70,21,7.437373666,5.5,25,Rabi       ,"maize,grapes,blackgram"
12,71,19,7.142611056,6.5,27,Rabi       ,chickpea
22,68,16,7.74672376,5,28,Rabi       ,"pigeonpeas,apple,coffee"
26,66,22,6.300479414,4,31,Whole Year ,"banana,mothbeans,mungbean"
16,65,16,6.078724107,5.5,32,Whole Year ,"lentil,pomegranate,watermelon"
14,59,22,6.76660668,5.5,33,Whole Year ,"orange,papaye,coconut"
33,59,19,7.641024177,6.5,36,Kharif     ,"cotton,jute,coffee"
21,63,17,6.559681838,4,39,Kharif     ,"mothbeans,rice,muskmelon"
0,69,21,7.072923306,6,7,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
10,75,17,7.732194788,5,6,Kharif     ,"pigeonpeas,apple,coffee"
30,61,18,6.157782589,5.5,44,Kharif     ,"banana,mothbeans,mungbean"
0,74,17,7.240988401,5.5,42,Kharif     ,"lentil,pomegranate,watermelon"
35,74,22,6.898905799,5.5,43,Kharif     ,"orange,papaye,coconut"
7,63,24,6.818681086,5.5,44,Kharif     ,"cotton,jute,coffee"
9,56,17,6.261937875,5.5,42,Kharif     ,"mothbeans,rice,muskmelon"
14,74,15,6.493036868,5.5,33,Kharif     ,"rice,muskmelon,mango"
14,76,20,7.042474679,5.5,32,Kharif     ,"maize,grapes,blackgram"
36,65,16,7.692013657,5.5,35,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
28,67,21,6.250994223,5.5,31,Kharif     ,"pigeonpeas,apple,coffee"
28,79,16,6.052184881,5.5,30,Kharif     ,"banana,mothbeans,mungbean"
40,61,22,7.002216044,5,25,Kharif     ,"lentil,pomegranate,watermelon"
10,70,19,7.272427638,5.5,27,Kharif     ,"orange,papaye,coconut"
12,80,19,5.962001484,5.5,28,Kharif     ,"cotton,jute,coffee"
37,77,20,7.080506001,6.5,31,Kharif     ,"mothbeans,rice,muskmelon"
0,67,22,6.593798387,5,32,Kharif     ,"rice,muskmelon,mango"
7,73,25,7.28805662,4,33,Kharif     ,"maize,grapes,blackgram"
10,56,18,7.32710972,5.5,36,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
39,70,15,6.366355781,5.5,39,Kharif     ,"pigeonpeas,apple,coffee"
26,56,22,7.011121216,6.5,7,Rabi       ,"banana,mothbeans,mungbean"
9,77,17,6.280725549,4,6,Rabi       ,"lentil,pomegranate,watermelon"
4,59,19,7.621494566,6,44,Rabi       ,"chickpea,kidneybeans"
34,73,15,7.630424083,5,42,Rabi       ,"pigeonpeas,apple,coffee"
33,77,15,7.802212437,5.5,43,Rabi       ,"banana,mothbeans,mungbean"
2,24,38,5.922935513,5.5,44,Rabi       ,"lentil,pomegranate,watermelon"
6,18,37,5.937649578,5.5,42,Rabi       ,"orange,papaye,coconut"
8,26,36,6.804781106,5.5,33,Rabi       ,"cotton,jute,coffee"
37,18,39,6.424670614,5.5,32,Rabi       ,"mothbeans,rice,muskmelon"
0,27,38,6.738016221,5.5,35,Rabi       ,"rice,muskmelon,mango"
31,25,38,6.497366677,5.5,31,Rabi       ,"maize,grapes,blackgram"
21,21,38,6.327673765,5.5,30,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
6,30,40,6.36137446,5.5,25,Rabi       ,"pigeonpeas,apple,coffee"
25,27,41,6.923509371,5.5,27,Rabi       ,"banana,mothbeans,mungbean"
15,11,38,6.630646083,5,28,Rabi       ,"lentil,pomegranate,watermelon"
14,5,36,5.832525853,5.5,31,Rabi       ,"orange,papaye,coconut"
16,10,41,6.738993954,5.5,32,Rabi       ,"cotton,jute,coffee"
36,7,37,5.782435567,6.5,33,Whole Year ,"mothbeans,rice,muskmelon"
4,20,41,6.537042717,5,36,Whole Year ,"rice,muskmelon,mango"
29,22,40,6.145104401,4,39,Whole Year ,"maize,grapes,blackgram"
16,15,42,6.890784045,5.5,7,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
18,27,41,7.175344328,5.5,6,Whole Year ,"pigeonpeas,apple,coffee"
11,18,42,5.938528744,6.5,44,Whole Year ,"banana,mothbeans,mungbean"
5,15,38,5.709380472,4,42,Whole Year ,"lentil,pomegranate,watermelon"
18,23,44,6.184400085,6,43,Whole Year ,"cotton,jute,coffee"
9,8,40,6.553509673,5,44,Whole Year ,"mothbeans,rice,muskmelon"
40,27,45,5.885638185,5.5,42,Kharif     ,"rice,muskmelon,mango"
22,23,44,6.143874691,5.5,33,Kharif     ,"maize,grapes,blackgram"
9,16,39,6.101198974,5.5,32,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
12,29,40,6.594037135,5.5,35,Kharif     ,"pigeonpeas,apple,coffee"
0,17,42,6.859840821,5.5,31,Kharif     ,"banana,mothbeans,mungbean"
2,21,44,6.56893406,5.5,30,Kharif     ,"lentil,pomegranate,watermelon"
28,6,40,6.769855664,5.5,25,Kharif     ,chickpea
8,23,44,7.130837931,5.5,27,Kharif     ,"pigeonpeas,apple,coffee"
29,16,36,5.740338002,5.5,28,Kharif     ,"banana,mothbeans,mungbean"
17,18,43,5.843005428,5.5,31,Kharif     ,lentil
34,21,42,6.648687274,5,32,Kharif     ,"orange,papaye"
21,23,42,6.902751061,5.5,33,Kharif     ,"cotton,jute,coffee"
25,17,40,6.608023872,5.5,36,Kharif     ,"mothbeans,rice,muskmelon"
8,25,36,6.828522375,6.5,39,Kharif     ,"rice,muskmelon,mango"
26,18,42,6.910374919,5,7,Kharif     ,"maize,grapes,blackgram"
4,19,42,6.306605528,4,6,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
36,24,41,7.009180374,5.5,44,Kharif     ,"pigeonpeas,apple,coffee"
5,24,40,6.297907579,5.5,42,Kharif     ,"banana,mothbeans,mungbean"
19,17,39,6.728599215,6.5,43,Kharif     ,"lentil,pomegranate,watermelon"
39,30,38,6.965156738,4,44,Rabi       ,"orange,papaye,coconut"
5,29,44,5.578095745,6,42,Rabi       ,"cotton,jute,coffee"
4,24,43,7.199504273,5,33,Rabi       ,"mothbeans,rice,muskmelon"
38,21,35,5.841367187,5.5,32,Rabi       ,"rice,muskmelon,mango"
37,11,36,6.710143266,5.5,35,Rabi       ,"maize,grapes,blackgram"
9,25,41,5.972714857,5.5,31,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
29,22,43,5.561851831,5.5,30,Rabi       ,"pigeonpeas,apple,coffee"
5,21,38,6.107054808,5.5,25,Rabi       ,"banana,mothbeans,mungbean"
22,26,38,6.988035315,5.5,27,Rabi       ,"cotton,jute,coffee"
4,18,37,7.13147457,5.5,28,Rabi       ,"mothbeans,rice,muskmelon"
21,6,41,7.086947687,5.5,31,Rabi       ,"rice,muskmelon,mango"
29,21,45,6.749260456,5.5,32,Rabi       ,"maize,grapes,blackgram"
23,5,44,7.16300467,5.5,33,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
13,7,43,7.013481515,5,36,Rabi       ,"pigeonpeas,apple,coffee"
5,13,37,5.648243649,5.5,39,Rabi       ,"banana,mothbeans,mungbean"
27,24,41,6.610251186,5.5,7,Rabi       ,"lentil,pomegranate,watermelon"
7,23,35,7.054313823,6.5,6,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
12,20,39,6.026999326,5,44,Rabi       ,"pigeonpeas,apple,coffee"
4,19,43,5.779427402,4,42,Whole Year ,"banana,mothbeans,mungbean"
3,9,45,6.535244251,5.5,43,Whole Year ,"lentil,pomegranate,watermelon"
1,27,36,5.684995235,5.5,44,Whole Year ,"orange,papaye,coconut"
23,30,44,6.12476108,6.5,42,Whole Year ,"cotton,jute,coffee"
24,21,42,6.999014379,4,33,Whole Year ,"mothbeans,rice,muskmelon"
13,30,37,6.277148771,6,32,Whole Year ,"rice,muskmelon,mango"
40,11,44,6.322396027,5,35,Whole Year ,"maize,grapes,blackgram"
21,9,40,5.956401828,5.5,31,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
3,27,44,6.591302797,5.5,30,Kharif     ,"pigeonpeas,apple,coffee"
40,29,42,7.104094929,5.5,25,Kharif     ,"banana,mothbeans,mungbean"
14,25,40,6.407872061,5.5,27,Kharif     ,"lentil,pomegranate,watermelon"
38,14,37,6.658402594,5.5,28,Kharif     ,"orange,papaye,coconut"
34,9,36,6.276038961,5.5,31,Kharif     ,"cotton,jute,coffee"
32,14,37,6.825256236,5.5,32,Kharif     ,"mothbeans,rice,muskmelon"
18,21,35,6.368560522,5.5,33,Kharif     ,"rice,muskmelon,mango"
8,23,38,7.005410734,5.5,36,Kharif     ,"maize,grapes,blackgram"
15,6,41,6.897368477,5.5,39,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
0,5,36,6.152906502,5,7,Kharif     ,"pigeonpeas,apple,coffee"
22,9,44,5.744361602,5.5,6,Kharif     ,"banana,mothbeans"
14,8,43,7.051654924,5.5,44,Kharif     ,"cotton,jute,coffee"
31,11,45,6.034612928,6.5,42,Kharif     ,"mothbeans,rice,muskmelon"
39,17,45,6.924490731,5,43,Kharif     ,"rice,muskmelon,mango"
10,5,42,6.887005997,4,44,Kharif     ,"maize,grapes,blackgram"
8,28,38,6.8444019,5.5,42,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
32,13,42,5.786058032,5.5,33,Kharif     ,"pigeonpeas,apple,coffee"
18,9,40,5.627186257,6.5,32,Kharif     ,"banana,mothbeans,mungbean"
20,27,41,5.700088663,4,35,Kharif     ,"lentil,pomegranate,watermelon"
39,25,36,5.567805185,6,31,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
20,7,45,6.077886012,5,30,Rabi       ,"pigeonpeas,apple,coffee"
11,10,45,6.397995609,5.5,25,Rabi       ,"banana,mothbeans,mungbean"
40,18,43,5.767372539,5.5,27,Rabi       ,"lentil,pomegranate,watermelon"
3,26,39,7.079973241,5.5,28,Rabi       ,"orange,papaye,coconut"
9,16,36,5.893332378,5.5,31,Rabi       ,"cotton,jute,coffee"
30,20,38,7.058222596,5.5,32,Rabi       ,"mothbeans,rice,muskmelon"
40,9,41,5.78270695,5.5,33,Rabi       ,"rice,muskmelon,mango"
40,30,35,6.269663963,5.5,36,Rabi       ,"maize,grapes,blackgram"
32,25,35,5.892913826,5.5,39,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
33,23,45,7.116538883,5.5,7,Rabi       ,"pigeonpeas,apple,coffee"
4,14,41,6.430163481,5.5,6,Rabi       ,"banana,mothbeans"
13,17,45,7.159520979,5,44,Rabi       ,"lentil,pomegranate,watermelon"
39,24,39,6.431265737,5.5,42,Rabi       ,"orange,papaye,coconut"
8,28,37,6.082571701,5.5,43,Rabi       ,"cotton,jute,coffee"
91,94,46,6.149934034,6.5,22,Rabi       ,"mothbeans,rice,muskmelon"
105,95,50,5.849076099,5,44,Whole Year ,"rice,muskmelon,mango"
108,92,53,6.276800323,4,42,Whole Year ,"maize,grapes,blackgram"
86,76,54,5.926824754,5.5,33,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
80,77,49,5.519088423,5.5,32,Whole Year ,"pigeonpeas,apple,coffee"
93,94,53,6.079178788,6.5,35,Whole Year ,"banana,mothbeans,mungbean"
90,92,55,6.13465588,4,31,Whole Year ,"cotton,jute,coffee"
108,89,53,5.808497604,6,30,Whole Year ,"mothbeans,rice,muskmelon"
108,88,55,5.891458107,5,25,Whole Year ,"rice,muskmelon,mango"
105,77,52,5.816622479,5.5,27,Whole Year ,"maize,grapes,blackgram"
118,88,52,5.843163161,5.5,28,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
101,87,54,6.376756633,5.5,31,Whole Year ,"pigeonpeas,apple,coffee"
95,75,50,5.623615687,5.5,32,Whole Year ,"banana,mothbeans,mungbean"
106,85,53,5.91505509,5.5,33,Whole Year ,"lentil,pomegranate"
86,95,49,6.458714879,5.5,36,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
83,79,55,5.565028635,5.5,39,Whole Year ,"pigeonpeas,apple,coffee"
85,95,47,6.211833161,5.5,7,Whole Year ,"banana,mothbeans,mungbean"
109,79,45,6.490074429,5.5,6,Whole Year ,"lentil,pomegranate,watermelon"
100,76,45,5.590236025,5.5,44,Whole Year ,"orange,papaye"
117,86,48,6.225225239,5,42,Whole Year ,"cotton,jute,coffee"
114,94,53,6.190757459,5.5,43,Whole Year ,"mothbeans,rice,muskmelon"
110,78,50,5.915568968,5.5,44,Whole Year ,"rice,muskmelon,mango"
94,70,48,6.195152442,6.5,42,Whole Year ,"maize,grapes,blackgram"
80,71,47,6.156373499,5,33,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
114,79,51,6.313197204,4,32,Kharif     ,"pigeonpeas,apple,coffee"
88,78,45,6.324270089,5.5,35,Kharif     ,"banana,mothbeans,mungbean"
112,73,48,5.707488987,5.5,31,Kharif     ,"lentil,pomegranate,watermelon"
117,76,47,6.119216009,6.5,30,Kharif     ,"orange,papaye,coconut"
111,87,48,5.571401169,4,25,Kharif     ,"cotton,jute,coffee"
89,83,47,5.63127166,6,27,Kharif     ,"mothbeans,rice,muskmelon"
93,91,47,6.101241579,5,28,Kharif     ,"rice,muskmelon,mango"
92,81,52,6.438137279,5.5,31,Kharif     ,"maize,grapes,blackgram"
105,74,45,6.098369122,5.5,32,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
